Borough,Hour,Cars_And_Taxis,Buses_and_Coaches,Motorbikes,HGVs,LGVs,no2
Ealing,11:00:00,1162.1022727272727,20.397727272727273,30.568181818181817,162.98863636363637,359.1931818181818,38.08274134872728
Ealing,12:00:00,1199.8068181818182,20.170454545454547,33.59090909090909,155.27272727272728,365.02272727272725,37.57496992170454
Ealing,13:00:00,1239.0113636363637,19.670454545454547,35.79545454545455,151.73863636363637,358.21590909090907,37.312727187295444
Ealing,14:00:00,1316.7727272727273,22.25,37.09090909090909,142.63636363636363,364.59090909090907,38.27208613709093
Ealing,15:00:00,1339.551724137931,20.64367816091954,39.40229885057471,112.26436781609195,351.264367816092,39.92827790509195
Ealing,16:00:00,1342.7176470588236,19.011764705882353,50.8235294117647,71.54117647058824,318.29411764705884,41.711765233270576
Ealing,17:00:00,1362.8690476190477,17.952380952380953,60.95238095238095,47.5,253.70238095238096,43.93144115401191
Ealing,18:00:00,1370.7738095238096,20.011904761904763,54.226190476190474,38.023809523809526,192.95238095238096,46.265203305
Enfield,07:00:00,1479.3766233766235,21.558441558441558,34.467532467532465,144.6883116883117,487.6233766233766,31.86423146818181
Enfield,08:00:00,1661.987341772152,20.430379746835442,27.303797468354432,180.31645569620252,429.0126582278481,30.011443540759473
Enfield,09:00:00,1446.8987341772151,22.860759493670887,21.253164556962027,195.0759493670886,418.9746835443038,27.54195624278481
Enfield,10:00:00,1382.5822784810127,21.974683544303797,18.265822784810126,207.8860759493671,424.60759493670884,24.37496639936708
Enfield,11:00:00,1450.759493670886,19.329113924050635,19.582278481012658,206.91139240506328,426.9240506329114,22.925533782544303
Enfield,12:00:00,1444.628205128205,19.333333333333332,21.78205128205128,179.19230769230768,408.4230769230769,21.787860261538448
Enfield,13:00:00,1408.7142857142858,18.792207792207794,24.766233766233768,164.4025974025974,384.0,22.357510607818185
Enfield,14:00:00,1491.0389610389611,21.12987012987013,24.467532467532468,146.2987012987013,394.2597402597403,23.485136297272728
Enfield,15:00:00,1643.423076923077,20.576923076923077,29.0,135.51282051282053,421.0128205128205,24.26954906247436
Enfield,16:00:00,1747.551282051282,21.371794871794872,39.333333333333336,100.87179487179488,410.84615384615387,25.386393388371797
Enfield,17:00:00,1837.525641025641,18.73076923076923,45.166666666666664,74.3076923076923,352.0769230769231,26.743497672051287
Enfield,18:00:00,1776.974358974359,18.653846153846153,40.61538461538461,57.65384615384615,274.0128205128205,28.704934617743593
Greenwich,07:00:00,760.2235294117647,23.647058823529413,41.37647058823529,64.81176470588235,265.2352941176471,30.40878049325883
Greenwich,08:00:00,840.1058823529412,22.658823529411766,30.435294117647057,69.58823529411765,220.0235294117647,26.770966977752945
Greenwich,09:00:00,795.2674418604652,25.558139534883722,19.930232558139537,81.27906976744185,226.4418604651163,23.253719444058135
Greenwich,10:00:00,722.0,22.441860465116278,15.05813953488372,86.33720930232558,223.2674418604651,20.96976679455814
Greenwich,11:00:00,756.6395348837209,20.988372093023255,15.988372093023257,84.24418604651163,224.47674418604652,18.84665444260465
Greenwich,12:00:00,793.6162790697674,20.709302325581394,18.38372093023256,82.95348837209302,226.27906976744185,17.59281557454651
Greenwich,13:00:00,816.8953488372093,20.290697674418606,20.976744186046513,81.3953488372093,234.13953488372093,18.916317428232556
Greenwich,14:00:00,873.8837209302326,22.546511627906977,21.662790697674417,74.54651162790698,250.4418604651163,20.0779687592907
Greenwich,15:00:00,830.5542168674699,22.50602409638554,21.927710843373493,49.34939759036145,217.73493975903614,20.480154952638546
Greenwich,16:00:00,827.5243902439024,21.75609756097561,33.30487804878049,30.71951219512195,191.109756097561,22.282598669841473
Greenwich,17:00:00,960.566265060241,21.951807228915662,43.566265060240966,24.156626506024097,174.40963855421685,24.889945594024102
Greenwich,18:00:00,928.6867469879518,23.59036144578313,40.30120481927711,19.46987951807229,125.3012048192771,25.912764907566277
Hackney,07:00:00,476.62745098039215,44.450980392156865,41.568627450980394,39.88235294117647,207.72549019607843,50.1952469
Hackney,08:00:00,534.5882352941177,43.76470588235294,41.03921568627451,41.35294117647059,192.01960784313727,47.9984870790196
Hackney,09:00:00,510.7692307692308,42.05769230769231,33.71153846153846,47.59615384615385,195.44230769230768,46.22208499634616
Hackney,10:00:00,487.5576923076923,42.26923076923077,28.692307692307693,48.15384615384615,196.59615384615384,44.428914590192306
Hackney,11:00:00,485.1730769230769,39.23076923076923,33.28846153846154,45.73076923076923,195.82692307692307,43.13005455134615
Hackney,12:00:00,507.21153846153845,38.11538461538461,38.38461538461539,40.63461538461539,185.84615384615384,43.335536277307696
Hackney,13:00:00,539.6153846153846,40.30769230769231,42.07692307692308,39.78846153846154,181.71153846153845,43.181536609423055
Hackney,14:00:00,557.0,39.28846153846154,39.32692307692308,34.75,179.71153846153845,42.71837843788464
Hackney,15:00:00,559.8039215686274,40.80392156862745,42.86274509803921,25.627450980392158,166.4313725490196,42.37395800654901
Hackney,16:00:00,596.4705882352941,42.745098039215684,51.470588235294116,19.137254901960784,155.94117647058823,44.141661605294125
Hackney,17:00:00,639.4117647058823,39.07843137254902,66.43137254901961,13.862745098039216,127.72549019607843,45.473391480784315
Hackney,18:00:00,712.0,38.96153846153846,65.86538461538461,11.153846153846153,103.92307692307692,47.640102647307685
Haringey,07:00:00,367.5416666666667,20.75,15.444444444444445,20.208333333333332,126.45833333333333,36.21648602934722
Haringey,08:00:00,433.09722222222223,21.916666666666668,15.652777777777779,20.319444444444443,111.73611111111111,32.54058786251388
Haringey,09:00:00,391.09722222222223,22.61111111111111,12.708333333333334,22.84722222222222,112.76388888888889,29.00874825833334
Haringey,10:00:00,339.44444444444446,20.680555555555557,11.902777777777779,22.458333333333332,109.72222222222223,26.119784213569442
Haringey,11:00:00,353.06944444444446,19.34722222222222,15.444444444444445,22.23611111111111,111.20833333333333,23.337852795305555
Haringey,12:00:00,369.40277777777777,19.458333333333332,19.944444444444443,19.59722222222222,108.08333333333333,21.451613494902777
Haringey,13:00:00,380.81944444444446,18.98611111111111,19.77777777777778,18.59722222222222,100.23611111111111,20.548052344833334
Haringey,14:00:00,394.4788732394366,19.87323943661972,19.901408450704224,16.887323943661972,102.67605633802818,22.63737979295774
Haringey,15:00:00,418.4428571428571,20.414285714285715,18.757142857142856,12.714285714285714,95.68571428571428,24.771032674242857
Haringey,16:00:00,420.4492753623188,18.44927536231884,21.08695652173913,8.159420289855072,90.81159420289855,26.074417763101447
Haringey,17:00:00,458.463768115942,17.942028985507246,27.44927536231884,5.666666666666667,77.6376811594203,28.354305546159416
Haringey,18:00:00,463.57971014492756,17.63768115942029,28.73913043478261,4.115942028985507,60.492753623188406,29.744354893217384
Havering,07:00:00,735.4941176470588,17.129411764705882,12.352941176470589,55.423529411764704,206.0705882352941,34.36077665282354
Havering,08:00:00,865.7441860465116,16.453488372093023,8.662790697674419,71.9186046511628,183.96511627906978,31.34749177816279
Havering,09:00:00,708.0232558139535,16.61627906976744,6.5813953488372094,77.29069767441861,165.98837209302326,27.380387753395347
Havering,10:00:00,651.7093023255813,15.255813953488373,5.6395348837209305,78.95348837209302,157.1046511627907,25.556706813965107
Havering,11:00:00,713.6206896551724,14.586206896551724,6.689655172413793,103.65517241379311,176.19540229885058,25.002848821758626
Havering,12:00:00,696.5348837209302,13.965116279069768,7.604651162790698,77.94186046511628,162.04651162790697,23.275386779965118
Havering,13:00:00,716.3255813953489,14.093023255813954,8.127906976744185,79.01162790697674,167.3139534883721,24.567024239732554
Havering,14:00:00,778.4767441860465,15.848837209302326,8.465116279069768,75.43023255813954,178.06976744186048,27.07886187468604
Havering,15:00:00,835.1046511627907,15.80232558139535,9.55813953488372,70.0,191.45348837209303,26.771966411337203
Havering,16:00:00,857.6588235294117,17.576470588235296,12.423529411764706,34.07058823529412,183.8,27.4297379453647
Havering,17:00:00,937.6,14.329411764705883,14.858823529411765,28.50588235294118,148.87058823529412,29.21702601208235
Havering,18:00:00,913.9885057471264,14.218390804597702,12.885057471264368,46.206896551724135,128.4022988505747,32.824972944310346
Islington,07:00:00,303.8301886792453,32.490566037735846,38.509433962264154,30.77358490566038,147.16981132075472,36.71153572566036
Islington,08:00:00,324.38461538461536,28.865384615384617,38.48076923076923,31.01923076923077,132.94230769230768,36.31492092
Islington,09:00:00,332.1132075471698,33.471698113207545,35.113207547169814,32.77358490566038,139.45283018867926,32.55160042218868
Islington,10:00:00,295.2692307692308,28.942307692307693,25.46153846153846,33.63461538461539,137.73076923076923,29.709629319653832
Islington,11:00:00,297.9807692307692,27.0,29.28846153846154,31.76923076923077,139.3653846153846,27.81709856571153
Islington,12:00:00,301.5192307692308,27.326923076923077,37.88461538461539,28.884615384615383,130.78846153846155,26.71160368284615
Islington,13:00:00,306.6923076923077,26.76923076923077,39.71153846153846,23.96153846153846,122.88461538461539,26.131770227538464
Islington,14:00:00,331.75471698113205,32.20754716981132,40.83018867924528,23.735849056603772,133.9056603773585,27.369000716547177
Islington,15:00:00,353.5,29.26923076923077,39.65384615384615,18.26923076923077,120.4423076923077,28.230425803749988
Islington,16:00:00,376.65384615384613,28.73076923076923,45.5,13.307692307692308,114.92307692307692,28.914059073057704
Islington,17:00:00,412.96153846153845,27.115384615384617,61.76923076923077,9.923076923076923,93.78846153846153,30.18543449363462
Islington,18:00:00,448.28846153846155,28.46153846153846,68.65384615384616,7.711538461538462,67.0576923076923,34.20478400173076
Lambeth,07:00:00,413.41975308641975,42.53086419753087,52.80246913580247,29.71604938271605,178.23456790123456,60.98113066271602
Lambeth,08:00:00,470.6707317073171,43.76829268292683,56.34146341463415,31.682926829268293,155.5731707317073,57.75062658268293
Lambeth,09:00:00,417.5243902439024,45.81707317073171,39.47560975609756,34.65853658536585,159.32926829268294,52.69394278414632
Lambeth,10:00:00,384.1951219512195,43.31707317073171,27.414634146341463,38.13414634146341,157.32926829268294,48.24362831219511
Lambeth,11:00:00,386.0975609756098,39.84146341463415,30.01219512195122,36.353658536585364,162.26829268292684,47.953835949512204
Lambeth,12:00:00,402.6219512195122,39.707317073170735,38.58536585365854,32.24390243902439,159.65853658536585,47.916173455243886
Lambeth,13:00:00,416.8292682926829,39.97560975609756,40.13414634146341,32.073170731707314,160.3170731707317,47.441439429146335
Lambeth,14:00:00,451.1463414634146,41.329268292682926,40.109756097560975,28.78048780487805,157.97560975609755,47.71272160792683
Lambeth,15:00:00,494.4756097560976,41.46341463414634,44.9390243902439,21.341463414634145,159.4390243902439,52.2879230447561
Lambeth,16:00:00,526.939024390244,43.926829268292686,57.829268292682926,14.792682926829269,151.64634146341464,52.203074033902425
Lambeth,17:00:00,564.2317073170732,42.0,79.42682926829268,11.585365853658537,121.34146341463415,55.97184525402441
Lambeth,18:00:00,580.0246913580247,38.49382716049383,81.19753086419753,8.037037037037036,82.64197530864197,58.17720339271604
Lewisham,07:00:00,411.46590909090907,20.625,21.545454545454547,23.056818181818183,137.70454545454547,43.24857408386362
Lewisham,08:00:00,476.6931818181818,21.03409090909091,17.647727272727273,24.897727272727273,114.875,41.57595144704546
Lewisham,09:00:00,418.95454545454544,21.852272727272727,12.863636363636363,28.363636363636363,113.125,38.60588272625001
Lewisham,10:00:00,389.0113636363636,20.579545454545453,11.954545454545455,30.21590909090909,117.3409090909091,35.1340376965
Lewisham,11:00:00,392.42045454545456,19.295454545454547,13.227272727272727,28.420454545454547,118.73863636363636,34.12991362954545
Lewisham,12:00:00,414.7613636363636,19.03409090909091,17.125,27.170454545454547,112.89772727272727,33.2703009305682
Lewisham,13:00:00,423.8068181818182,19.545454545454547,18.886363636363637,26.227272727272727,116.42045454545455,35.21067631465909
Lewisham,14:00:00,456.0113636363636,20.443181818181817,18.375,23.079545454545453,121.625,37.37020547715908
Lewisham,15:00:00,501.375,20.693181818181817,20.886363636363637,17.625,120.36363636363636,38.47913068477274
Lewisham,16:00:00,480.2470588235294,20.235294117647058,24.68235294117647,10.282352941176471,109.27058823529411,38.21345686260001
Lewisham,17:00:00,524.3023255813954,19.24418604651163,31.6046511627907,8.546511627906977,93.36046511627907,40.515276385581416
Lewisham,18:00:00,557.25,19.988636363636363,32.90909090909091,8.238636363636363,75.125,41.03102038227271
Redbridge,07:00:00,1132.6206896551723,18.17241379310345,32.96551724137931,72.98275862068965,350.13793103448273,40.32838580384482
Redbridge,08:00:00,1342.7627118644068,18.610169491525422,23.88135593220339,85.94915254237289,305.1525423728813,35.07119508033898
Redbridge,09:00:00,1150.9322033898304,20.135593220338983,15.152542372881356,96.08474576271186,292.64406779661016,29.56706929589831
Redbridge,10:00:00,1057.2881355932204,18.779661016949152,14.203389830508474,100.47457627118644,288.1864406779661,27.0785526361017
Redbridge,11:00:00,1078.7118644067796,17.152542372881356,14.23728813559322,99.52542372881356,295.76271186440675,24.731388413559316
Redbridge,12:00:00,1138.3389830508474,17.084745762711865,17.033898305084747,95.72881355932203,297.52542372881356,24.071298341881345
Redbridge,13:00:00,1188.050847457627,17.559322033898304,17.983050847457626,91.28813559322033,302.33898305084745,31.72494969528813
Redbridge,14:00:00,1270.2033898305085,18.440677966101696,20.64406779661017,85.20338983050847,310.6779661016949,31.19120013440677
Redbridge,15:00:00,1295.896551724138,18.017241379310345,23.362068965517242,57.63793103448276,297.87931034482756,31.92529766396552
Redbridge,16:00:00,1239.2631578947369,18.75438596491228,28.43859649122807,33.50877192982456,251.35087719298247,31.99780882596491
Redbridge,17:00:00,1287.1754385964912,16.17543859649123,33.824561403508774,26.035087719298247,214.94736842105263,31.151520580087706
Redbridge,18:00:00,1358.9655172413793,16.775862068965516,31.603448275862068,25.448275862068964,176.91379310344828,33.595755289086206
Southwark,07:00:00,368.62857142857143,40.2,51.65714285714286,30.82857142857143,184.7,34.31758732172857
Southwark,08:00:00,402.72857142857146,40.357142857142854,53.25714285714286,32.457142857142856,161.34285714285716,32.723692317542856
Southwark,09:00:00,371.42857142857144,43.42857142857143,38.91428571428571,35.128571428571426,157.17142857142858,29.784738793342857
Southwark,10:00:00,363.1,41.91428571428571,27.014285714285716,37.72857142857143,161.92857142857142,26.58035699698572
Southwark,11:00:00,366.6,38.6,30.67142857142857,36.92857142857143,159.47142857142856,22.823738075571427
Southwark,12:00:00,380.37142857142857,38.614285714285714,36.34285714285714,34.01428571428571,158.18571428571428,23.647166701442853
Southwark,13:00:00,389.75714285714287,38.41428571428571,38.94285714285714,30.685714285714287,155.5,21.56641361568572
Southwark,14:00:00,418.0285714285714,39.614285714285714,38.2,26.84285714285714,153.9,21.90646971274286
Southwark,15:00:00,437.6,39.24285714285714,42.457142857142856,20.857142857142858,152.5857142857143,22.388769882828566
Southwark,16:00:00,465.2,40.72857142857143,55.91428571428571,14.157142857142857,147.0,26.032052731100002
Southwark,17:00:00,495.42857142857144,39.42857142857143,72.95714285714286,9.857142857142858,112.87142857142857,26.65823502655714
Southwark,18:00:00,544.5428571428571,40.41428571428571,74.61428571428571,8.7,83.37142857142857,31.182439707457142
Sutton,07:00:00,423.93220338983053,9.966101694915254,7.3559322033898304,12.152542372881356,99.47457627118644,59.26572669474576
Sutton,08:00:00,498.8135593220339,9.76271186440678,6.796610169491525,13.745762711864407,80.57627118644068,54.56659893525423
Sutton,09:00:00,399.6666666666667,10.966666666666667,5.333333333333333,16.983333333333334,85.18333333333334,50.48020414535001
Sutton,10:00:00,359.75,9.883333333333333,4.933333333333334,16.95,77.38333333333334,48.173814754
Sutton,11:00:00,350.2542372881356,9.35593220338983,5.559322033898305,14.627118644067796,73.94915254237289,47.734807392372865
Sutton,12:00:00,371.135593220339,9.220338983050848,6.830508474576271,14.135593220338983,74.32203389830508,46.52816961033899
Sutton,13:00:00,371.3220338983051,9.35593220338983,6.813559322033898,12.76271186440678,72.33898305084746,48.399396209661006
Sutton,14:00:00,408.1864406779661,9.491525423728813,6.9491525423728815,11.508474576271187,76.94915254237289,50.953374423050846
Sutton,15:00:00,433.8965517241379,9.706896551724139,7.5344827586206895,9.03448275862069,73.5,50.264029203965514
Sutton,16:00:00,458.5,9.517241379310345,8.810344827586206,6.017241379310345,83.3103448275862,50.22925414620692
Sutton,17:00:00,494.2413793103448,8.844827586206897,12.137931034482758,3.5689655172413794,68.48275862068965,53.31435952586207
Sutton,18:00:00,505.53333333333336,9.766666666666667,11.866666666666667,3.4,58.6,51.89049050383334
Wandsworth,07:00:00,673.8904109589041,28.876712328767123,66.3972602739726,36.794520547945204,249.3013698630137,57.941652985205494
Wandsworth,08:00:00,758.7567567567568,28.594594594594593,69.75675675675676,39.608108108108105,210.93243243243242,55.47990362959462
Wandsworth,09:00:00,719.7066666666667,30.173333333333332,48.46666666666667,48.693333333333335,223.26666666666668,52.858112469866654
Wandsworth,10:00:00,686.5866666666667,27.826666666666668,39.413333333333334,55.13333333333333,228.04,50.14578580053332
Wandsworth,11:00:00,688.16,26.066666666666666,38.733333333333334,51.16,234.98666666666668,47.59228568439999
Wandsworth,12:00:00,707.3466666666667,26.053333333333335,46.70666666666666,46.16,223.34666666666666,46.5891300548
Wandsworth,13:00:00,703.3866666666667,26.866666666666667,51.36,42.10666666666667,222.14666666666668,50.00665230239999
Wandsworth,14:00:00,743.12,26.733333333333334,49.986666666666665,39.6,224.30666666666667,48.842254943866656
Wandsworth,15:00:00,723.6388888888889,26.15277777777778,48.80555555555556,26.0,191.91666666666666,50.41445993944442
Wandsworth,16:00:00,755.9861111111111,28.291666666666668,62.31944444444444,17.625,182.55555555555554,53.08297091374999
Wandsworth,17:00:00,801.1666666666666,26.055555555555557,86.0,12.51388888888889,151.66666666666666,51.4207509488889
Wandsworth,18:00:00,790.7464788732394,26.577464788732396,92.25352112676056,9.338028169014084,98.88732394366197,51.94749947943663
Westminster,07:00:00,641.2795698924731,65.60215053763442,82.87096774193549,77.41935483870968,313.6236559139785,62.156393709677445
Westminster,08:00:00,706.25,64.59782608695652,84.1413043478261,78.45652173913044,272.0652173913044,64.70649451499999
Westminster,09:00:00,721.5913978494624,70.55913978494624,69.50537634408602,80.91397849462365,270.1182795698925,64.26919934387097
Westminster,10:00:00,729.2043010752689,69.02150537634408,52.13978494623656,80.0752688172043,274.97849462365593,63.724981674623656
Westminster,11:00:00,733.8817204301075,65.15053763440861,57.88172043010753,77.79569892473118,269.0752688172043,63.45763015086024
Westminster,12:00:00,731.2391304347826,62.51086956521739,64.84782608695652,65.68478260869566,255.45652173913044,66.35041044195654
Westminster,13:00:00,751.0978260869565,62.891304347826086,67.75,62.45652173913044,247.9673913043478,66.80281874076083
Westminster,14:00:00,781.304347826087,63.77173913043478,70.09782608695652,55.42391304347826,241.82608695652175,69.79928492521735
Westminster,15:00:00,845.5376344086021,65.91397849462365,77.75268817204301,44.45161290322581,242.98924731182797,70.79969238795701
Westminster,16:00:00,849.1086956521739,67.03260869565217,89.23913043478261,31.347826086956523,218.8586956521739,74.22012684413045
Westminster,17:00:00,905.9565217391304,66.82608695652173,112.80434782608695,23.184782608695652,170.3695652173913,73.93193579663044
Westminster,18:00:00,981.445652173913,65.03260869565217,111.55434782608695,18.402173913043477,120.70652173913044,73.83472782108693
